EmployeeID,FundID,FundName,NAV,UnitsHeld,Date
E1943,FND73,Fund_26,31.81,9.98,2025-04-22
E1943,FND481,Fund_435,154.04,64.55,2025-04-22
E1943,FND18,Fund_373,175.27,12.83,2025-04-22
E1944,FND496,Fund_36,184.64,55.27,2025-04-22
E1944,FND283,Fund_174,53.19,20.98,2025-04-22
E1945,FND349,Fund_13,151.84,35.31,2025-04-22
E1945,FND442,Fund_127,182.64,68.72,2025-04-22
E1945,FND274,Fund_187,189.12,60.15,2025-04-22
E1945,FND377,Fund_374,91.91,78.26,2025-04-22
E1946,FND167,Fund_186,181.8,34.74,2025-04-22
E1946,FND102,Fund_93,58.42,76.77,2025-04-22
E1946,FND471,Fund_380,150.02,88.91,2025-04-22
E1947,FND255,Fund_165,160.97,72.43,2025-04-22
E1947,FND331,Fund_435,186.59,96.53,2025-04-22
E1948,FND34,Fund_263,181.08,41.14,2025-04-22
E1948,FND103,Fund_358,32.74,82.78,2025-04-22
E1948,FND94,Fund_397,102.53,28.41,2025-04-22
E1948,FND54,Fund_272,25.12,15.02,2025-04-22
E1949,FND6,Fund_241,162.17,45.18,2025-04-22
E1949,FND369,Fund_61,169.29,13.78,2025-04-22
E1950,FND306,Fund_140,138.92,12.8,2025-04-22
E1950,FND383,Fund_2,157.64,42.36,2025-04-22
E1950,FND477,Fund_71,15.77,23.31,2025-04-22
E1950,FND308,Fund_82,52.98,57.76,2025-04-22
E1951,FND232,Fund_277,84.88,69.26,2025-04-22
E1951,FND493,Fund_366,52.95,8.01,2025-04-22
E1951,FND9,Fund_377,185.65,19.2,2025-04-22
E1952,FND15,Fund_453,85.68,18.53,2025-04-22
E1952,FND326,Fund_248,167.34,37.86,2025-04-22
E1952,FND122,Fund_351,185.79,73.26,2025-04-22
E1953,FND265,Fund_271,189.69,82.74,2025-04-22
E1953,FND216,Fund_466,138.06,16.41,2025-04-22
E1954,FND476,Fund_406,80.35,28.53,2025-04-22
E1954,FND108,Fund_207,120.02,26.87,2025-04-22
E1955,FND8,Fund_264,165.22,80.31,2025-04-22
E1955,FND446,Fund_441,149.0,45.76,2025-04-22
E1955,FND66,Fund_21,91.07,32.67,2025-04-22
E1955,FND57,Fund_446,79.91,48.95,2025-04-22
E1956,FND151,Fund_269,72.95,9.22,2025-04-22
E1956,FND10,Fund_273,94.73,76.73,2025-04-22
E1957,FND486,Fund_70,112.79,49.53,2025-04-22
E1957,FND427,Fund_477,61.52,70.17,2025-04-22
E1958,FND322,Fund_490,22.88,28.93,2025-04-22
E1958,FND91,Fund_225,152.24,11.82,2025-04-22
E1959,FND442,Fund_6,36.95,19.7,2025-04-22
E1959,FND374,Fund_243,33.67,60.63,2025-04-22
E1959,FND199,Fund_77,115.33,94.77,2025-04-22
E1959,FND466,Fund_175,82.86,90.43,2025-04-22
E1960,FND15,Fund_299,91.6,31.6,2025-04-22
E1960,FND407,Fund_78,178.93,45.5,2025-04-22
E1961,FND269,Fund_445,77.21,19.99,2025-04-22
E1961,FND207,Fund_69,51.01,72.69,2025-04-22
E1961,FND386,Fund_64,121.16,90.95,2025-04-22
E1962,FND310,Fund_465,154.76,54.51,2025-04-22
E1962,FND99,Fund_345,69.03,82.27,2025-04-22
E1962,FND121,Fund_179,93.44,61.44,2025-04-22
E1962,FND182,Fund_219,134.23,67.16,2025-04-22
E1963,FND437,Fund_117,42.03,41.87,2025-04-22
E1963,FND224,Fund_330,179.78,80.68,2025-04-22
E1963,FND398,Fund_344,188.03,39.9,2025-04-22
E1963,FND484,Fund_89,60.91,45.82,2025-04-22
E1964,FND103,Fund_448,102.25,13.93,2025-04-22
E1964,FND98,Fund_144,113.67,28.55,2025-04-22
E1965,FND335,Fund_335,150.57,40.01,2025-04-22
E1965,FND258,Fund_73,106.25,75.45,2025-04-22
E1965,FND284,Fund_463,89.58,22.73,2025-04-22
E1966,FND10,Fund_398,145.57,33.22,2025-04-22
E1966,FND304,Fund_472,166.81,90.11,2025-04-22
E1966,FND420,Fund_399,177.09,9.81,2025-04-22
E1967,FND92,Fund_405,128.91,62.87,2025-04-22
E1967,FND479,Fund_23,44.25,74.92,2025-04-22
E1968,FND269,Fund_59,37.12,95.17,2025-04-22
E1968,FND130,Fund_461,63.15,10.36,2025-04-22
E1969,FND492,Fund_35,35.53,94.54,2025-04-22
E1969,FND189,Fund_380,94.52,31.85,2025-04-22
E1969,FND399,Fund_372,115.49,84.05,2025-04-22
E1970,FND22,Fund_50,29.71,44.87,2025-04-22
E1970,FND434,Fund_203,161.55,86.73,2025-04-22
E1971,FND489,Fund_421,48.99,53.74,2025-04-22
E1971,FND23,Fund_63,76.98,13.56,2025-04-22
E1972,FND216,Fund_451,82.14,50.35,2025-04-22
E1972,FND111,Fund_19,14.24,86.33,2025-04-22
E1972,FND130,Fund_28,173.64,37.22,2025-04-22
E1972,FND282,Fund_56,103.93,44.14,2025-04-22
E1973,FND28,Fund_25,111.78,66.07,2025-04-22
E1973,FND213,Fund_183,32.65,36.71,2025-04-22
E1973,FND226,Fund_369,50.15,87.47,2025-04-22
E1973,FND387,Fund_307,125.98,74.76,2025-04-22
E1974,FND447,Fund_385,59.9,27.24,2025-04-22
E1974,FND64,Fund_405,80.64,42.92,2025-04-22
E1974,FND103,Fund_300,127.61,70.86,2025-04-22
E1974,FND356,Fund_278,71.7,23.43,2025-04-22
E1975,FND319,Fund_260,165.26,27.2,2025-04-22
E1975,FND265,Fund_140,125.76,40.94,2025-04-22
E1975,FND70,Fund_437,134.16,45.77,2025-04-22
E1975,FND283,Fund_252,164.39,43.7,2025-04-22
E1976,FND496,Fund_286,81.87,54.91,2025-04-22
E1976,FND120,Fund_83,155.29,87.81,2025-04-22
E1976,FND158,Fund_316,138.1,88.4,2025-04-22
E1977,FND305,Fund_187,109.08,60.97,2025-04-22
E1977,FND14,Fund_188,130.56,30.33,2025-04-22
E1978,FND355,Fund_158,41.62,20.51,2025-04-22
E1978,FND79,Fund_13,195.39,47.33,2025-04-22
E1979,FND52,Fund_65,152.44,52.29,2025-04-22
E1979,FND419,Fund_117,42.29,37.91,2025-04-22
E1979,FND242,Fund_246,150.45,84.58,2025-04-22
E1979,FND251,Fund_448,95.25,87.06,2025-04-22
E1980,FND326,Fund_499,54.41,92.68,2025-04-22
E1980,FND156,Fund_328,189.62,38.1,2025-04-22
E1981,FND76,Fund_7,38.3,59.08,2025-04-22
E1981,FND387,Fund_243,52.38,90.01,2025-04-22
E1981,FND306,Fund_223,79.02,42.91,2025-04-22
E1981,FND76,Fund_359,30.25,7.54,2025-04-22
E1982,FND79,Fund_449,95.39,11.12,2025-04-22
E1982,FND222,Fund_33,110.97,49.56,2025-04-22
E1983,FND341,Fund_9,171.66,45.59,2025-04-22
E1983,FND282,Fund_354,117.44,77.45,2025-04-22
E1983,FND207,Fund_377,51.53,44.35,2025-04-22
E1984,FND42,Fund_234,26.0,4.37,2025-04-22
E1984,FND437,Fund_442,43.63,20.35,2025-04-22
E1985,FND158,Fund_392,101.22,80.78,2025-04-22
E1985,FND70,Fund_68,124.76,93.93,2025-04-22
E1986,FND443,Fund_256,86.36,33.96,2025-04-22
E1986,FND231,Fund_269,133.23,17.47,2025-04-22
E1986,FND137,Fund_122,131.38,31.78,2025-04-22
E1987,FND461,Fund_406,82.0,3.12,2025-04-22
E1987,FND453,Fund_267,146.74,87.11,2025-04-22
E1988,FND368,Fund_71,193.19,32.76,2025-04-22
E1988,FND403,Fund_192,122.1,4.95,2025-04-22
E1988,FND417,Fund_426,146.46,71.82,2025-04-22
E1988,FND24,Fund_392,22.37,16.92,2025-04-22
E1989,FND475,Fund_349,70.9,97.17,2025-04-22
E1989,FND181,Fund_284,119.65,26.05,2025-04-22
E1989,FND449,Fund_448,99.67,44.64,2025-04-22
E1989,FND127,Fund_18,110.39,99.87,2025-04-22
E1990,FND170,Fund_100,93.43,60.21,2025-04-22
E1990,FND422,Fund_154,22.56,43.14,2025-04-22
E1990,FND494,Fund_159,133.05,55.08,2025-04-22
E1991,FND40,Fund_333,86.95,1.83,2025-04-22
E1991,FND119,Fund_186,13.68,4.26,2025-04-22
E1991,FND232,Fund_286,76.0,60.17,2025-04-22
E1991,FND462,Fund_427,119.57,99.32,2025-04-22
E1992,FND250,Fund_149,195.33,88.63,2025-04-22
E1992,FND34,Fund_277,90.28,21.72,2025-04-22
E1992,FND277,Fund_357,102.41,17.34,2025-04-22
E1993,FND338,Fund_432,22.12,24.04,2025-04-22
E1993,FND127,Fund_177,16.95,23.57,2025-04-22
E1993,FND14,Fund_82,94.41,42.01,2025-04-22
E1994,FND404,Fund_150,134.24,67.59,2025-04-22
E1994,FND117,Fund_136,128.9,17.71,2025-04-22
E1995,FND30,Fund_63,23.33,82.24,2025-04-22
E1995,FND84,Fund_434,107.21,25.32,2025-04-22
E1995,FND158,Fund_112,10.43,54.27,2025-04-22
E1996,FND101,Fund_377,117.05,37.18,2025-04-22
E1996,FND164,Fund_107,130.28,23.98,2025-04-22
E1997,FND7,Fund_265,157.32,20.32,2025-04-22
E1997,FND205,Fund_417,111.84,34.88,2025-04-22
E1997,FND475,Fund_187,166.91,95.37,2025-04-22
E1998,FND275,Fund_99,45.23,98.27,2025-04-22
E1998,FND257,Fund_457,151.02,5.02,2025-04-22
E1999,FND44,Fund_228,80.55,63.42,2025-04-22
E1999,FND134,Fund_236,112.86,13.83,2025-04-22
E2000,FND91,Fund_198,175.91,41.49,2025-04-22
E2000,FND382,Fund_244,101.55,6.84,2025-04-22
E2000,FND42,Fund_401,121.2,46.77,2025-04-22
E2000,FND455,Fund_439,196.16,4.1,2025-04-22
E2001,FND20,Fund_83,85.68,92.36,2025-04-22
E2001,FND204,Fund_487,61.0,7.17,2025-04-22
E2002,FND471,Fund_370,58.22,19.13,2025-04-22
E2002,FND6,Fund_347,116.29,6.72,2025-04-22
E2002,FND458,Fund_27,122.34,36.06,2025-04-22
E2002,FND355,Fund_233,113.59,22.94,2025-04-22
E2003,FND305,Fund_190,168.15,66.74,2025-04-22
E2003,FND182,Fund_384,21.64,56.12,2025-04-22
E2004,FND286,Fund_418,144.78,74.27,2025-04-22
E2004,FND78,Fund_280,37.02,70.18,2025-04-22
E2004,FND205,Fund_55,104.63,61.63,2025-04-22
E2005,FND490,Fund_404,184.06,78.15,2025-04-22
E2005,FND3,Fund_386,90.17,90.2,2025-04-22
E2005,FND316,Fund_49,173.29,6.76,2025-04-22
E2006,FND69,Fund_108,130.53,48.18,2025-04-22
E2006,FND458,Fund_455,197.55,40.68,2025-04-22
E2006,FND214,Fund_40,151.99,48.5,2025-04-22
E2007,FND24,Fund_47,165.04,30.73,2025-04-22
E2007,FND187,Fund_360,143.36,58.31,2025-04-22
E2007,FND433,Fund_204,12.42,93.97,2025-04-22
E2008,FND402,Fund_393,153.73,28.47,2025-04-22
E2008,FND120,Fund_122,145.58,56.44,2025-04-22
E2008,FND211,Fund_273,147.73,65.17,2025-04-22
E2009,FND437,Fund_355,171.13,50.81,2025-04-22
E2009,FND275,Fund_181,71.54,35.17,2025-04-22
E2010,FND176,Fund_71,91.56,6.2,2025-04-22
E2010,FND200,Fund_373,164.81,52.25,2025-04-22
E2010,FND278,Fund_232,98.47,16.57,2025-04-22
E2011,FND126,Fund_180,109.76,99.88,2025-04-22
E2011,FND81,Fund_263,90.03,63.4,2025-04-22
E2011,FND6,Fund_96,162.9,46.54,2025-04-22
E2011,FND367,Fund_144,172.4,26.05,2025-04-22
E2012,FND180,Fund_392,26.34,21.69,2025-04-22
E2012,FND162,Fund_429,115.82,75.08,2025-04-22
E2013,FND430,Fund_472,82.27,31.82,2025-04-22
E2013,FND427,Fund_91,57.32,60.55,2025-04-22
E2014,FND21,Fund_189,160.36,24.61,2025-04-22
E2014,FND407,Fund_23,22.26,1.9,2025-04-22
E2014,FND264,Fund_472,26.81,41.77,2025-04-22
E2015,FND397,Fund_103,96.36,37.37,2025-04-22
E2015,FND115,Fund_121,122.35,44.8,2025-04-22
E2015,FND76,Fund_498,74.24,84.48,2025-04-22
E2015,FND469,Fund_393,185.64,60.73,2025-04-22
E2016,FND138,Fund_144,117.89,73.99,2025-04-22
E2016,FND65,Fund_249,110.57,66.08,2025-04-22
E2016,FND365,Fund_172,162.82,64.48,2025-04-22
E2016,FND480,Fund_35,75.72,89.49,2025-04-22
E2017,FND201,Fund_194,16.39,4.93,2025-04-22
E2017,FND271,Fund_5,147.12,48.07,2025-04-22
E2018,FND176,Fund_474,48.25,65.43,2025-04-22
E2018,FND240,Fund_108,75.2,52.02,2025-04-22
E2019,FND207,Fund_493,192.0,38.7,2025-04-22
E2019,FND417,Fund_464,22.08,72.42,2025-04-22
E2020,FND445,Fund_496,25.28,24.99,2025-04-22
E2020,FND188,Fund_420,181.63,67.47,2025-04-22
E2020,FND169,Fund_22,26.67,41.03,2025-04-22
E2021,FND402,Fund_260,49.63,18.98,2025-04-22
E2021,FND332,Fund_59,34.98,33.4,2025-04-22
E2021,FND411,Fund_249,107.79,83.8,2025-04-22
E2021,FND276,Fund_145,50.09,32.07,2025-04-22
E2022,FND363,Fund_1,55.75,22.38,2025-04-22
E2022,FND381,Fund_317,60.29,40.75,2025-04-22
E2023,FND357,Fund_355,105.82,44.33,2025-04-22
E2023,FND306,Fund_113,118.8,68.4,2025-04-22
E2024,FND485,Fund_219,131.65,56.73,2025-04-22
E2024,FND154,Fund_309,76.45,83.1,2025-04-22
E2024,FND289,Fund_41,109.87,21.72,2025-04-22
E2024,FND440,Fund_303,26.13,90.69,2025-04-22
E2025,FND305,Fund_155,84.9,30.01,2025-04-22
E2025,FND189,Fund_94,149.94,67.79,2025-04-22
E2025,FND66,Fund_482,112.77,4.17,2025-04-22
E2026,FND79,Fund_479,144.31,6.69,2025-04-22
E2026,FND258,Fund_488,117.46,99.73,2025-04-22
E2026,FND167,Fund_124,123.25,49.79,2025-04-22
E2026,FND322,Fund_226,167.66,67.0,2025-04-22
E2027,FND131,Fund_265,172.17,88.84,2025-04-22
E2027,FND267,Fund_408,167.28,8.04,2025-04-22
E2027,FND279,Fund_294,102.79,3.47,2025-04-22
E2028,FND188,Fund_41,188.64,41.05,2025-04-22
E2028,FND53,Fund_94,156.03,46.74,2025-04-22
E2029,FND478,Fund_416,162.59,1.37,2025-04-22
E2029,FND359,Fund_322,42.72,21.87,2025-04-22
E2030,FND302,Fund_453,53.65,88.15,2025-04-22
E2030,FND445,Fund_157,94.59,22.51,2025-04-22
E2030,FND78,Fund_11,42.36,53.5,2025-04-22
E2031,FND324,Fund_390,157.22,26.72,2025-04-22
E2031,FND149,Fund_201,159.46,17.92,2025-04-22
E2031,FND214,Fund_207,32.07,38.47,2025-04-22
E2031,FND176,Fund_214,145.95,76.55,2025-04-22
E2032,FND101,Fund_331,90.69,20.78,2025-04-22
E2032,FND86,Fund_47,161.91,97.77,2025-04-22
E2032,FND219,Fund_408,59.25,67.59,2025-04-22
E2033,FND378,Fund_405,178.84,55.18,2025-04-22
E2033,FND446,Fund_207,195.93,35.76,2025-04-22
E2033,FND319,Fund_164,119.76,56.7,2025-04-22
E2033,FND124,Fund_330,92.38,27.94,2025-04-22
E2034,FND275,Fund_60,116.16,97.71,2025-04-22
E2034,FND115,Fund_315,88.73,59.79,2025-04-22
E2034,FND109,Fund_285,79.28,25.49,2025-04-22
E2035,FND244,Fund_22,130.02,58.66,2025-04-22
E2035,FND107,Fund_100,63.89,36.97,2025-04-22
E2035,FND130,Fund_282,150.2,27.56,2025-04-22
E2035,FND164,Fund_284,197.52,31.7,2025-04-22
E2036,FND473,Fund_287,21.72,39.33,2025-04-22
E2036,FND254,Fund_114,108.53,56.12,2025-04-22
E2036,FND246,Fund_288,176.69,39.04,2025-04-22
E2037,FND242,Fund_308,115.63,97.24,2025-04-22
E2037,FND10,Fund_500,16.02,40.14,2025-04-22
E2037,FND201,Fund_11,88.36,97.91,2025-04-22
E2037,FND116,Fund_397,190.77,84.67,2025-04-22
E2038,FND340,Fund_184,144.97,80.02,2025-04-22
E2038,FND278,Fund_467,55.44,39.23,2025-04-22
E2038,FND189,Fund_376,47.62,30.14,2025-04-22
E2038,FND248,Fund_152,30.94,40.87,2025-04-22
E2039,FND424,Fund_31,32.74,46.63,2025-04-22
E2039,FND280,Fund_238,49.45,41.59,2025-04-22
E2039,FND413,Fund_144,188.19,33.21,2025-04-22
E2039,FND487,Fund_95,163.14,81.2,2025-04-22
E2040,FND220,Fund_35,112.03,38.12,2025-04-22
E2040,FND319,Fund_500,90.28,77.81,2025-04-22
E2041,FND424,Fund_497,180.42,60.23,2025-04-22
E2041,FND153,Fund_269,70.04,10.72,2025-04-22
E2041,FND176,Fund_13,34.39,52.77,2025-04-22
E2042,FND444,Fund_85,148.56,82.35,2025-04-22
E2042,FND429,Fund_168,77.05,43.47,2025-04-22
E2042,FND260,Fund_159,140.47,45.98,2025-04-22
E2042,FND42,Fund_444,55.47,7.67,2025-04-22
E2043,FND264,Fund_331,133.57,61.39,2025-04-22
E2043,FND161,Fund_3,100.79,20.6,2025-04-22
E2043,FND190,Fund_485,33.7,48.26,2025-04-22
E2043,FND339,Fund_38,183.34,38.23,2025-04-22
E2044,FND86,Fund_118,150.94,40.68,2025-04-22
E2044,FND162,Fund_307,76.4,92.79,2025-04-22
E2044,FND445,Fund_415,121.09,11.15,2025-04-22
E2044,FND193,Fund_313,30.26,10.01,2025-04-22
E2045,FND447,Fund_219,152.8,21.02,2025-04-22
E2045,FND476,Fund_211,36.35,67.89,2025-04-22
E2045,FND232,Fund_155,11.62,7.26,2025-04-22
E2046,FND215,Fund_8,10.38,27.94,2025-04-22
E2046,FND311,Fund_439,155.19,98.36,2025-04-22
E2046,FND200,Fund_357,128.74,82.58,2025-04-22
E2047,FND258,Fund_309,146.52,12.43,2025-04-22
E2047,FND215,Fund_485,40.38,78.07,2025-04-22
E2047,FND427,Fund_277,144.5,13.5,2025-04-22
E2048,FND434,Fund_212,77.8,33.94,2025-04-22
E2048,FND112,Fund_166,89.82,26.01,2025-04-22
E2049,FND213,Fund_145,86.91,91.06,2025-04-22
E2049,FND322,Fund_181,135.83,14.98,2025-04-22
E2050,FND16,Fund_98,189.51,89.4,2025-04-22
E2050,FND491,Fund_161,190.33,55.15,2025-04-22
E2050,FND37,Fund_86,127.1,24.43,2025-04-22
E2051,FND181,Fund_351,70.35,27.21,2025-04-22
E2051,FND149,Fund_80,193.09,68.22,2025-04-22
E2052,FND235,Fund_31,61.58,68.96,2025-04-22
E2052,FND329,Fund_356,71.15,36.57,2025-04-22
E2052,FND262,Fund_132,175.97,46.06,2025-04-22
E2053,FND293,Fund_459,121.43,61.04,2025-04-22
E2053,FND165,Fund_355,198.61,96.64,2025-04-22
E2053,FND75,Fund_139,110.51,58.71,2025-04-22
E2053,FND257,Fund_372,84.83,22.39,2025-04-22
E2054,FND145,Fund_481,152.91,72.98,2025-04-22
E2054,FND340,Fund_212,64.89,98.06,2025-04-22
E2054,FND92,Fund_452,44.09,8.67,2025-04-22
E2055,FND361,Fund_62,140.88,9.64,2025-04-22
E2055,FND388,Fund_66,179.3,55.97,2025-04-22
E2056,FND331,Fund_15,178.87,4.22,2025-04-22
E2056,FND338,Fund_71,51.03,76.28,2025-04-22
E2056,FND260,Fund_53,15.79,97.01,2025-04-22
E2056,FND320,Fund_141,156.59,53.26,2025-04-22
E2057,FND2,Fund_325,14.65,16.72,2025-04-22
E2057,FND31,Fund_427,99.57,25.07,2025-04-22
E2058,FND349,Fund_282,81.31,45.21,2025-04-22
E2058,FND302,Fund_43,52.74,94.26,2025-04-22
E2059,FND348,Fund_40,29.32,51.5,2025-04-22
E2059,FND252,Fund_414,19.91,81.19,2025-04-22
E2060,FND95,Fund_147,59.9,54.7,2025-04-22
E2060,FND202,Fund_286,150.73,63.44,2025-04-22
E2060,FND10,Fund_265,19.98,73.64,2025-04-22
E2060,FND421,Fund_7,121.66,1.06,2025-04-22
E2061,FND261,Fund_153,48.42,2.84,2025-04-22
E2061,FND440,Fund_208,38.04,99.18,2025-04-22
E2061,FND159,Fund_183,83.17,83.39,2025-04-22
E2062,FND84,Fund_30,82.57,63.02,2025-04-22
E2062,FND375,Fund_123,133.37,29.3,2025-04-22
E2062,FND449,Fund_150,103.62,20.26,2025-04-22
E2062,FND430,Fund_85,27.95,86.74,2025-04-22
E2063,FND112,Fund_34,152.59,74.64,2025-04-22
E2063,FND233,Fund_334,160.25,50.65,2025-04-22
E2063,FND356,Fund_130,64.48,98.98,2025-04-22
E2063,FND420,Fund_285,94.85,30.07,2025-04-22
E2064,FND293,Fund_169,128.24,95.36,2025-04-22
E2064,FND482,Fund_193,84.73,90.01,2025-04-22
E2064,FND311,Fund_228,153.96,50.8,2025-04-22
E2065,FND86,Fund_471,38.38,3.09,2025-04-22
E2065,FND31,Fund_115,165.98,99.42,2025-04-22
E2065,FND492,Fund_442,97.55,57.27,2025-04-22
E2066,FND290,Fund_109,165.78,64.81,2025-04-22
E2066,FND228,Fund_96,153.31,40.38,2025-04-22
E2067,FND10,Fund_221,135.85,21.51,2025-04-22
E2067,FND220,Fund_74,12.21,79.96,2025-04-22
E2067,FND239,Fund_351,164.84,6.95,2025-04-22
E2067,FND403,Fund_209,41.59,66.65,2025-04-22
E2068,FND188,Fund_179,49.05,38.11,2025-04-22
E2068,FND410,Fund_205,164.79,48.34,2025-04-22
E2068,FND279,Fund_363,12.04,9.97,2025-04-22
E2068,FND5,Fund_261,15.44,7.9,2025-04-22
E2069,FND285,Fund_73,188.5,78.88,2025-04-22
E2069,FND155,Fund_324,135.31,21.62,2025-04-22
E2070,FND84,Fund_325,33.08,36.76,2025-04-22
E2070,FND64,Fund_58,107.15,27.29,2025-04-22
E2070,FND414,Fund_441,112.41,83.34,2025-04-22
E2071,FND354,Fund_440,107.07,37.58,2025-04-22
E2071,FND428,Fund_430,76.51,50.1,2025-04-22
E2071,FND419,Fund_311,111.12,87.8,2025-04-22
E2072,FND296,Fund_213,180.02,55.96,2025-04-22
E2072,FND130,Fund_1,79.3,61.29,2025-04-22
E2072,FND50,Fund_27,45.35,84.4,2025-04-22
E2072,FND477,Fund_221,145.91,31.87,2025-04-22
E2073,FND458,Fund_322,10.34,58.67,2025-04-22
E2073,FND252,Fund_9,37.87,14.94,2025-04-22
E2074,FND77,Fund_79,43.13,76.29,2025-04-22
E2074,FND55,Fund_314,43.6,66.59,2025-04-22
E2075,FND94,Fund_273,118.44,32.65,2025-04-22
E2075,FND285,Fund_419,163.92,58.51,2025-04-22
E2075,FND387,Fund_267,174.25,35.49,2025-04-22
E2076,FND253,Fund_57,173.81,22.97,2025-04-22
E2076,FND407,Fund_250,108.66,10.43,2025-04-22
E2076,FND192,Fund_152,116.52,61.32,2025-04-22
E2076,FND170,Fund_60,96.94,45.87,2025-04-22
E2077,FND461,Fund_259,71.32,73.28,2025-04-22
E2077,FND41,Fund_171,33.63,22.35,2025-04-22
E2077,FND133,Fund_10,122.01,10.33,2025-04-22
E2078,FND50,Fund_26,155.57,14.4,2025-04-22
E2078,FND35,Fund_230,29.04,76.14,2025-04-22
E2079,FND239,Fund_53,182.62,93.27,2025-04-22
E2079,FND191,Fund_416,18.69,31.48,2025-04-22
E2080,FND69,Fund_440,111.4,73.22,2025-04-22
E2080,FND187,Fund_107,72.62,70.32,2025-04-22
E2081,FND275,Fund_55,57.92,81.57,2025-04-22
E2081,FND98,Fund_79,149.67,43.64,2025-04-22
E2081,FND35,Fund_387,84.77,88.38,2025-04-22
E2082,FND25,Fund_443,164.73,13.82,2025-04-22
E2082,FND62,Fund_121,30.45,56.05,2025-04-22
E2082,FND94,Fund_69,177.51,77.0,2025-04-22
E2083,FND74,Fund_57,144.99,88.11,2025-04-22
E2083,FND455,Fund_186,169.43,43.41,2025-04-22
E2084,FND401,Fund_283,97.8,52.18,2025-04-22
E2084,FND338,Fund_57,60.76,19.82,2025-04-22
E2085,FND118,Fund_376,179.59,38.42,2025-04-22
E2085,FND345,Fund_329,148.51,46.16,2025-04-22
E2086,FND370,Fund_379,117.7,71.43,2025-04-22
E2086,FND460,Fund_351,35.74,60.27,2025-04-22
E2087,FND136,Fund_121,40.16,76.48,2025-04-22
E2087,FND83,Fund_130,14.53,47.18,2025-04-22
E2087,FND58,Fund_455,117.97,30.25,2025-04-22
E2087,FND315,Fund_150,136.25,28.25,2025-04-22
E2088,FND56,Fund_114,92.96,85.68,2025-04-22
E2088,FND400,Fund_94,119.54,43.15,2025-04-22
E2088,FND60,Fund_476,60.44,31.24,2025-04-22
E2088,FND273,Fund_295,153.22,51.94,2025-04-22
E2089,FND300,Fund_97,69.81,56.32,2025-04-22
E2089,FND353,Fund_46,116.96,31.76,2025-04-22
E2090,FND218,Fund_197,95.12,87.96,2025-04-22
E2090,FND438,Fund_435,108.63,82.4,2025-04-22
E2090,FND435,Fund_66,21.43,38.44,2025-04-22
E2090,FND327,Fund_486,12.28,18.93,2025-04-22
E2091,FND297,Fund_166,31.11,49.51,2025-04-22
E2091,FND175,Fund_62,95.91,86.31,2025-04-22
E2092,FND8,Fund_280,74.74,4.82,2025-04-22
E2092,FND381,Fund_366,146.31,72.3,2025-04-22
E2092,FND124,Fund_282,170.85,12.6,2025-04-22
E2092,FND304,Fund_162,13.5,9.03,2025-04-22
E2093,FND205,Fund_282,127.62,12.03,2025-04-22
E2093,FND247,Fund_202,168.39,99.58,2025-04-22
E2093,FND390,Fund_380,65.45,55.36,2025-04-22
E2094,FND132,Fund_417,108.51,4.32,2025-04-22
E2094,FND52,Fund_230,36.0,80.2,2025-04-22
E2094,FND287,Fund_291,193.23,58.69,2025-04-22
E2095,FND62,Fund_133,114.44,26.17,2025-04-22
E2095,FND253,Fund_193,16.28,79.77,2025-04-22
E2095,FND437,Fund_161,158.25,85.83,2025-04-22
E2095,FND456,Fund_49,81.85,5.73,2025-04-22
E2096,FND234,Fund_493,106.23,74.13,2025-04-22
E2096,FND403,Fund_426,28.1,88.23,2025-04-22
E2097,FND364,Fund_297,84.44,28.55,2025-04-22
E2097,FND204,Fund_124,134.33,1.28,2025-04-22
E2098,FND47,Fund_136,152.01,30.37,2025-04-22
E2098,FND384,Fund_81,167.4,96.98,2025-04-22
E2098,FND472,Fund_16,92.06,14.53,2025-04-22
E2099,FND122,Fund_88,14.62,85.33,2025-04-22
E2099,FND304,Fund_73,174.07,56.52,2025-04-22
E2099,FND165,Fund_33,116.58,57.19,2025-04-22
E2099,FND308,Fund_55,100.78,61.58,2025-04-22
E2100,FND226,Fund_74,71.36,57.0,2025-04-22
E2100,FND251,Fund_337,111.71,89.47,2025-04-22
E2100,FND420,Fund_206,28.74,78.89,2025-04-22
E2100,FND334,Fund_422,130.63,30.91,2025-04-22
E2101,FND417,Fund_63,47.8,10.92,2025-04-22
E2101,FND452,Fund_161,186.27,22.67,2025-04-22
E2101,FND100,Fund_351,179.03,48.96,2025-04-22
E2101,FND94,Fund_204,145.9,33.0,2025-04-22
E2102,FND134,Fund_327,173.13,75.21,2025-04-22
E2102,FND83,Fund_323,34.27,12.15,2025-04-22
E2102,FND271,Fund_498,91.75,86.19,2025-04-22
E2103,FND366,Fund_368,22.43,85.37,2025-04-22
E2103,FND365,Fund_117,140.19,71.12,2025-04-22
E2104,FND5,Fund_279,78.48,45.7,2025-04-22
E2104,FND280,Fund_473,99.89,40.91,2025-04-22
E2104,FND133,Fund_133,98.45,23.88,2025-04-22
E2104,FND54,Fund_385,92.74,42.56,2025-04-22
E2105,FND258,Fund_155,130.01,35.21,2025-04-22
E2105,FND386,Fund_83,61.88,40.28,2025-04-22
E2105,FND329,Fund_416,156.37,52.25,2025-04-22
E2105,FND2,Fund_129,191.45,93.11,2025-04-22
E2106,FND198,Fund_445,30.78,96.58,2025-04-22
